Time	Channel A	Channel B
(us)	(V)	(mV)

-2.02601791	-0.00793481	-1.58696200
-2.00601791	-0.00793481	-1.58696200
-1.98601791	-0.00793481	-1.58696200
-1.96601791	-0.00793481	-1.58696200
-1.94601791	-0.00793481	-3.17392500
-1.92601791	-0.00793481	-3.17392500
-1.90601791	-0.00793481	-3.17392500
-1.88601791	-0.00793481	-1.58696200
-1.86601791	-0.00793481	0.00000000
-1.84601791	-0.00793481	-1.58696200
-1.82601791	-0.00793481	-1.58696200
-1.80601791	-0.00793481	-3.17392500
-1.78601791	-0.00793481	-1.58696200
-1.76601791	-0.00793481	-3.17392500
-1.74601791	-0.00793481	-1.58696200
-1.72601791	-0.00793481	-1.58696200
-1.70601791	-0.00793481	0.00000000
-1.68601791	-0.00793481	0.00000000
-1.66601791	-0.00793481	1.58696200
-1.64601791	-0.00793481	1.58696200
-1.62601791	-0.00793481	1.58696200
-1.60601791	-0.00793481	1.58696200
-1.58601791	-0.00793481	3.17392500
-1.56601791	0.00000000	0.00000000
-1.54601791	-0.00793481	1.58696200
-1.52601791	0.00000000	1.58696200
-1.50601791	-0.00793481	1.58696200
-1.48601791	-0.00793481	1.58696200
-1.46601791	-0.00793481	0.00000000
-1.44601791	0.00000000	-1.58696200
-1.42601791	0.00000000	-1.58696200
-1.40601791	-0.00793481	-1.58696200
-1.38601791	-0.00793481	-1.58696200
-1.36601791	-0.00793481	0.00000000
-1.34601791	-0.00793481	1.58696200
-1.32601791	0.00000000	0.00000000
-1.30601791	-0.00793481	-1.58696200
-1.28601791	0.00000000	-1.58696200
-1.26601791	-0.00793481	-1.58696200
-1.24601791	0.00000000	-1.58696200
-1.22601791	0.00000000	-1.58696200
-1.20601791	0.00000000	-3.17392500
-1.18601791	0.00000000	-4.76088700
-1.16601792	0.00000000	-4.76088700
-1.14601792	-0.00793481	-3.17392500
-1.12601792	0.00000000	-3.17392500
-1.10601792	0.00000000	-3.17392500
-1.08601792	0.00000000	-3.17392500
-1.06601792	0.00000000	-3.17392500
-1.04601792	0.00000000	-1.58696200
-1.02601792	0.00000000	-1.58696200
-1.00601792	0.00000000	-1.58696200
-0.98601792	0.00000000	1.58696200
-0.96601792	0.00000000	1.58696200
-0.94601792	-0.00793481	1.58696200
-0.92601792	-0.00793481	0.00000000
-0.90601792	-0.00793481	-1.58696200
-0.88601792	0.00000000	-1.58696200
-0.86601792	0.00000000	0.00000000
-0.84601792	0.00000000	-1.58696200
-0.82601792	-0.00793481	1.58696200
-0.80601792	-0.00793481	1.58696200
-0.78601792	-0.00793481	0.00000000
-0.76601792	0.00000000	0.00000000
-0.74601792	0.00000000	-1.58696200
-0.72601792	0.00000000	-1.58696200
-0.70601792	0.00000000	0.00000000
-0.68601792	-0.00793481	0.00000000
-0.66601792	-0.00793481	0.00000000
-0.64601792	0.00000000	-1.58696200
-0.62601792	0.00000000	0.00000000
-0.60601792	0.00000000	0.00000000
-0.58601792	0.00000000	1.58696200
