Time	Channel A	Channel B
(us)	(V)	(mV)

-2.01266607	0.00000000	0.00000000
-1.99266607	0.00000000	3.96740600
-1.97266607	0.00000000	3.96740600
-1.95266607	0.00000000	3.96740600
-1.93266607	0.00000000	3.96740600
-1.91266607	0.00000000	3.96740600
-1.89266607	0.00000000	3.96740600
-1.87266607	0.00000000	3.96740600
-1.85266607	0.00000000	3.96740600
-1.83266607	0.00000000	3.96740600
-1.81266607	0.00000000	3.96740600
-1.79266607	0.00000000	7.93481200
-1.77266607	0.00000000	3.96740600
-1.75266607	0.00000000	3.96740600
-1.73266607	0.00000000	3.96740600
-1.71266607	0.00000000	3.96740600
-1.69266607	0.00000000	3.96740600
-1.67266607	0.00000000	7.93481200
-1.65266608	0.00000000	3.96740600
-1.63266608	0.00000000	3.96740600
-1.61266608	0.00000000	0.00000000
-1.59266608	0.00000000	3.96740600
-1.57266608	0.00000000	3.96740600
-1.55266608	0.00000000	7.93481200
-1.53266608	0.00000000	3.96740600
-1.51266608	0.00000000	7.93481200
-1.49266608	0.00000000	7.93481200
-1.47266608	0.00000000	7.93481200
-1.45266608	0.00000000	3.96740600
-1.43266608	0.00000000	3.96740600
-1.41266608	0.00000000	3.96740600
-1.39266608	0.00000000	7.93481200
-1.37266608	0.00000000	3.96740600
-1.35266608	0.00000000	3.96740600
-1.33266608	0.00000000	3.96740600
-1.31266608	0.00000000	3.96740600
-1.29266608	0.00000000	3.96740600
-1.27266608	0.00000000	3.96740600
-1.25266608	0.00000000	3.96740600
-1.23266608	0.00000000	7.93481200
-1.21266608	0.00000000	7.93481200
-1.19266608	0.00000000	7.93481200
-1.17266608	0.00000000	3.96740600
-1.15266608	0.00000000	3.96740600
-1.13266608	0.00000000	7.93481200
-1.11266608	0.00000000	3.96740600
-1.09266608	0.00000000	3.96740600
-1.07266608	0.00000000	0.00000000
-1.05266608	0.00000000	3.96740600
-1.03266608	0.00000000	3.96740600
-1.01266608	0.00000000	3.96740600
-0.99266608	0.00000000	3.96740600
-0.97266608	0.00000000	3.96740600
-0.95266608	0.00000000	3.96740600
-0.93266608	0.00000000	3.96740600
-0.91266608	0.00000000	3.96740600
-0.89266608	0.00000000	3.96740600
-0.87266608	0.00000000	3.96740600
-0.85266608	0.00000000	3.96740600
-0.83266608	0.00000000	3.96740600
-0.81266608	0.00000000	3.96740600
-0.79266608	0.00000000	3.96740600
-0.77266608	0.00000000	3.96740600
-0.75266608	0.00000000	7.93481200
-0.73266608	0.00000000	7.93481200
-0.71266608	0.00000000	7.93481200
-0.69266608	0.00000000	3.96740600
-0.67266608	0.00000000	3.96740600
-0.65266608	0.00000000	3.96740600
-0.63266608	0.00000000	7.93481200
-0.61266608	0.00000000	7.93481200
-0.59266608	0.00000000	3.96740600
-0.57266608	0.00000000	7.93481200
-0.55266608	0.00000000	3.96740600
-0.53266608	0.00000000	3.96740600
-0.51266608	0.00000000	3.96740600
-0.49266608	0.00000000	3.96740600
-0.47266608	0.00000000	7.93481200
