Time	Channel A	Channel B
(us)	(V)	(mV)

-2.00899990	-0.01586962	-7.93481200
-1.98899990	-0.01586962	-7.93481200
-1.96899990	-0.01586962	-7.93481200
-1.94899990	-0.01586962	-7.93481200
-1.92899990	-0.00793481	-7.93481200
-1.90899990	-0.01586962	-7.93481200
-1.88899990	-0.01586962	-11.90222000
-1.86899990	-0.01586962	-11.90222000
-1.84899990	-0.01586962	-11.90222000
-1.82899990	-0.01586962	-7.93481200
-1.80899990	-0.01586962	-7.93481200
-1.78899990	-0.00793481	-7.93481200
-1.76899990	-0.01586962	-11.90222000
-1.74899990	-0.01586962	-11.90222000
-1.72899990	-0.01586962	-11.90222000
-1.70899990	-0.01586962	-11.90222000
-1.68899990	-0.01586962	-7.93481200
-1.66899990	-0.00793481	-11.90222000
-1.64899990	-0.01586962	-11.90222000
-1.62899990	-0.01586962	-11.90222000
-1.60899990	-0.01586962	-11.90222000
-1.58899990	-0.01586962	-11.90222000
-1.56899990	-0.01586962	-11.90222000
-1.54899990	-0.00793481	-11.90222000
-1.52899990	-0.01586962	-7.93481200
-1.50899990	-0.01586962	-11.90222000
-1.48899990	-0.01586962	-11.90222000
-1.46899990	-0.01586962	-11.90222000
-1.44899990	-0.01586962	-11.90222000
-1.42899990	-0.01586962	-11.90222000
-1.40899990	-0.01586962	-11.90222000
-1.38899990	-0.00793481	-15.86962000
-1.36899990	-0.01586962	-15.86962000
-1.34899990	-0.01586962	-11.90222000
-1.32899990	-0.01586962	-11.90222000
-1.30899990	-0.00793481	-11.90222000
-1.28899990	-0.01586962	-7.93481200
-1.26899990	-0.01586962	-11.90222000
-1.24899990	-0.01586962	-11.90222000
-1.22899990	-0.01586962	-7.93481200
-1.20899990	-0.01586962	-7.93481200
-1.18899990	-0.01586962	-11.90222000
-1.16899990	-0.01586962	-7.93481200
-1.14899990	-0.00793481	-11.90222000
-1.12899991	-0.01586962	-11.90222000
-1.10899991	-0.01586962	-11.90222000
-1.08899991	-0.01586962	-11.90222000
-1.06899991	-0.00793481	-11.90222000
-1.04899991	-0.01586962	-11.90222000
-1.02899991	-0.00793481	-11.90222000
-1.00899991	-0.01586962	-11.90222000
-0.98899991	-0.01586962	-11.90222000
-0.96899991	-0.01586962	-11.90222000
-0.94899991	-0.01586962	-7.93481200
-0.92899991	-0.00793481	-7.93481200
-0.90899991	-0.01586962	-7.93481200
-0.88899991	-0.01586962	-7.93481200
-0.86899991	-0.00793481	-7.93481200
-0.84899991	-0.00793481	-11.90222000
-0.82899991	-0.00793481	-11.90222000
-0.80899991	-0.00793481	-11.90222000
-0.78899991	-0.01586962	-11.90222000
-0.76899991	-0.01586962	-11.90222000
-0.74899991	-0.01586962	-11.90222000
-0.72899991	-0.01586962	-11.90222000
-0.70899991	-0.01586962	-11.90222000
-0.68899991	-0.00793481	-11.90222000
-0.66899991	-0.01586962	-11.90222000
-0.64899991	-0.00793481	-11.90222000
-0.62899991	-0.01586962	-11.90222000
