Time	Channel A	Channel B
(us)	(V)	(mV)

-2.02899901	-0.01586962	-11.90222000
-2.00899901	-0.01586962	-11.90222000
-1.98899901	-0.01586962	-11.90222000
-1.96899901	-0.01586962	-11.90222000
-1.94899901	-0.01586962	-11.90222000
-1.92899901	-0.01586962	-11.90222000
-1.90899901	-0.01586962	-15.86962000
-1.88899901	-0.01586962	-11.90222000
-1.86899901	-0.01586962	-11.90222000
-1.84899901	-0.01586962	-15.86962000
-1.82899901	-0.01586962	-11.90222000
-1.80899901	-0.01586962	-11.90222000
-1.78899901	-0.01586962	-15.86962000
-1.76899901	-0.01586962	-15.86962000
-1.74899901	-0.01586962	-15.86962000
-1.72899901	-0.01586962	-15.86962000
-1.70899901	-0.01586962	-15.86962000
-1.68899901	-0.01586962	-15.86962000
-1.66899901	-0.01586962	-15.86962000
-1.64899901	-0.01586962	-15.86962000
-1.62899901	-0.01586962	-15.86962000
-1.60899901	-0.01586962	-15.86962000
-1.58899901	-0.01586962	-15.86962000
-1.56899901	-0.01586962	-15.86962000
-1.54899901	-0.01586962	-11.90222000
-1.52899901	-0.01586962	-11.90222000
-1.50899901	-0.01586962	-11.90222000
-1.48899901	-0.01586962	-11.90222000
-1.46899901	-0.01586962	-11.90222000
-1.44899901	-0.01586962	-11.90222000
-1.42899901	-0.01586962	-11.90222000
-1.40899901	-0.01586962	-11.90222000
-1.38899901	-0.01586962	-11.90222000
-1.36899901	-0.01586962	-11.90222000
-1.34899901	-0.01586962	-11.90222000
-1.32899901	-0.01586962	-11.90222000
-1.30899901	-0.01586962	-11.90222000
-1.28899901	-0.01586962	-11.90222000
-1.26899901	-0.01586962	-11.90222000
-1.24899901	-0.01586962	-7.93481200
-1.22899901	-0.01586962	-11.90222000
-1.20899901	-0.01586962	-11.90222000
-1.18899901	-0.01586962	-11.90222000
-1.16899901	-0.01586962	-11.90222000
-1.14899901	-0.01586962	-11.90222000
-1.12899901	-0.01586962	-11.90222000
-1.10899901	-0.01586962	-7.93481200
-1.08899901	-0.01586962	-11.90222000
-1.06899901	-0.01586962	-11.90222000
-1.04899901	-0.01586962	-11.90222000
-1.02899901	-0.01586962	-11.90222000
-1.00899901	-0.01586962	-11.90222000
-0.98899901	-0.01586962	-11.90222000
-0.96899901	-0.01586962	-11.90222000
-0.94899901	-0.01586962	-11.90222000
-0.92899901	-0.01586962	-11.90222000
-0.90899901	-0.01586962	-11.90222000
-0.88899901	-0.01586962	-11.90222000
-0.86899901	-0.01586962	-11.90222000
-0.84899901	-0.01586962	-15.86962000
-0.82899901	-0.01586962	-15.86962000
-0.80899901	-0.01586962	-15.86962000
-0.78899901	-0.01586962	-15.86962000
-0.76899901	-0.01586962	-15.86962000
-0.74899901	-0.01586962	-15.86962000
-0.72899901	-0.01586962	-11.90222000
-0.70899901	-0.01586962	-15.86962000
-0.68899901	-0.01586962	-15.86962000
-0.66899901	-0.01586962	-15.86962000
-0.64899901	-0.01586962	-15.86962000
