Time	Channel A	Channel B
(us)	(V)	(mV)

-2.03266495	-0.00793481	-11.90222000
-2.01266495	-0.00793481	-11.90222000
-1.99266495	-0.00793481	-11.90222000
-1.97266495	-0.00793481	-7.93481200
-1.95266495	-0.00793481	-7.93481200
-1.93266495	-0.00793481	-7.93481200
-1.91266495	-0.00793481	-3.96740600
-1.89266495	-0.00793481	-7.93481200
-1.87266495	-0.00793481	-3.96740600
-1.85266495	-0.00793481	-3.96740600
-1.83266495	-0.00793481	-3.96740600
-1.81266495	-0.00793481	-3.96740600
-1.79266495	-0.00793481	-3.96740600
-1.77266495	-0.00793481	-3.96740600
-1.75266495	-0.00793481	-7.93481200
-1.73266495	-0.00793481	-7.93481200
-1.71266495	-0.00793481	-7.93481200
-1.69266495	-0.00793481	-7.93481200
-1.67266495	-0.00793481	-7.93481200
-1.65266495	-0.00793481	-7.93481200
-1.63266495	-0.00793481	-7.93481200
-1.61266495	-0.00793481	-7.93481200
-1.59266495	-0.00793481	-3.96740600
-1.57266495	-0.00793481	-3.96740600
-1.55266495	-0.00793481	-3.96740600
-1.53266495	-0.00793481	-3.96740600
-1.51266496	-0.00793481	-3.96740600
-1.49266496	-0.00793481	-3.96740600
-1.47266496	-0.00793481	-7.93481200
-1.45266496	-0.00793481	-3.96740600
-1.43266496	-0.00793481	-7.93481200
-1.41266496	-0.00793481	-7.93481200
-1.39266496	-0.00793481	-7.93481200
-1.37266496	-0.00793481	-7.93481200
-1.35266496	-0.00793481	-7.93481200
-1.33266496	-0.00793481	-7.93481200
-1.31266496	-0.00793481	-7.93481200
-1.29266496	-0.00793481	-7.93481200
-1.27266496	-0.00793481	-7.93481200
-1.25266496	-0.00793481	-7.93481200
-1.23266496	-0.00793481	-7.93481200
-1.21266496	-0.00793481	-7.93481200
-1.19266496	-0.00793481	-11.90222000
-1.17266496	-0.00793481	-7.93481200
-1.15266496	-0.00793481	-7.93481200
-1.13266496	-0.00793481	-11.90222000
-1.11266496	-0.00793481	-11.90222000
-1.09266496	-0.00793481	-11.90222000
-1.07266496	-0.00793481	-11.90222000
-1.05266496	-0.00793481	-7.93481200
-1.03266496	-0.00793481	-11.90222000
-1.01266496	-0.00793481	-11.90222000
-0.99266496	-0.00793481	-11.90222000
-0.97266496	-0.00793481	-11.90222000
-0.95266496	-0.00793481	-11.90222000
-0.93266496	-0.00793481	-11.90222000
-0.91266496	-0.00793481	-7.93481200
-0.89266496	-0.00793481	-7.93481200
-0.87266496	-0.00793481	-7.93481200
-0.85266496	-0.00793481	-7.93481200
-0.83266496	-0.00793481	-11.90222000
-0.81266496	-0.00793481	-11.90222000
-0.79266496	-0.00793481	-11.90222000
-0.77266496	-0.00793481	-11.90222000
-0.75266496	-0.00793481	-7.93481200
-0.73266496	-0.00793481	-7.93481200
-0.71266496	-0.00793481	-7.93481200
-0.69266496	-0.00793481	-7.93481200
-0.67266496	-0.00793481	-7.93481200
-0.65266496	-0.00793481	-7.93481200
