Time	Channel A	Channel B
(us)	(V)	(mV)

-1.99999999	-0.00793481	0.00000000
-1.98000000	0.00000000	0.00000000
-1.96000000	0.00000000	-3.96740600
-1.94000000	0.00000000	0.00000000
-1.92000000	0.00000000	0.00000000
-1.90000000	-0.00793481	3.96740600
-1.88000000	-0.00793481	3.96740600
-1.86000000	-0.00793481	0.00000000
-1.84000000	0.00000000	0.00000000
-1.82000000	0.00000000	0.00000000
-1.80000000	0.00000000	-3.96740600
-1.78000000	-0.00793481	-3.96740600
-1.76000000	-0.00793481	0.00000000
-1.74000000	-0.00793481	0.00000000
-1.72000000	-0.00793481	0.00000000
-1.70000000	0.00000000	-3.96740600
-1.68000000	0.00000000	0.00000000
-1.66000000	-0.00793481	-3.96740600
-1.64000000	-0.00793481	0.00000000
-1.62000000	0.00000000	0.00000000
-1.60000000	0.00000000	0.00000000
-1.58000000	-0.00793481	0.00000000
-1.56000000	0.00000000	0.00000000
-1.54000000	0.00000000	0.00000000
-1.52000000	0.00000000	0.00000000
-1.50000000	-0.00793481	0.00000000
-1.48000000	-0.00793481	0.00000000
-1.46000000	-0.00793481	0.00000000
-1.44000000	0.00000000	-3.96740600
-1.42000000	-0.00793481	-3.96740600
-1.40000000	0.00000000	-3.96740600
-1.38000000	-0.00793481	0.00000000
-1.36000000	-0.00793481	0.00000000
-1.34000000	-0.00793481	0.00000000
-1.32000000	0.00000000	0.00000000
-1.30000000	0.00000000	0.00000000
-1.28000000	0.00000000	0.00000000
-1.26000000	0.00000000	0.00000000
-1.24000000	-0.00793481	3.96740600
-1.22000000	0.00000000	3.96740600
-1.20000000	0.00000000	3.96740600
-1.18000000	0.00000000	3.96740600
-1.16000000	0.00000000	3.96740600
-1.14000000	-0.00793481	3.96740600
-1.12000000	0.00000000	0.00000000
-1.10000000	-0.00793481	0.00000000
-1.08000000	0.00000000	0.00000000
-1.06000000	-0.00793481	0.00000000
-1.04000000	0.00000000	0.00000000
-1.02000000	-0.00793481	0.00000000
-1.00000000	0.00000000	0.00000000
-0.98000000	0.00000000	0.00000000
-0.96000000	0.00000000	0.00000000
-0.94000000	0.00000000	0.00000000
-0.92000000	-0.00793481	0.00000000
-0.90000000	-0.00793481	0.00000000
-0.88000000	0.00000000	0.00000000
-0.86000000	0.00000000	0.00000000
-0.84000000	-0.00793481	0.00000000
-0.82000000	-0.00793481	0.00000000
-0.80000000	0.00000000	0.00000000
-0.78000000	0.00000000	0.00000000
-0.76000000	0.00000000	-3.96740600
-0.74000000	0.00000000	-3.96740600
-0.72000000	0.00000000	0.00000000
-0.70000000	0.00000000	0.00000000
-0.68000000	-0.00793481	0.00000000
-0.66000000	0.00000000	0.00000000
-0.64000000	0.00000000	0.00000000
-0.62000000	0.00000000	0.00000000
-0.60000000	0.00000000	0.00000000
-0.58000000	-0.00793481	0.00000000
-0.56000000	0.00000000	0.00000000
-0.54000000	0.00000000	0.00000000
-0.52000000	0.00000000	0.00000000
-0.50000000	0.00000000	0.00000000
