Time	Channel A	Channel B
(us)	(V)	(mV)

-2.00719910	-0.00793481	-3.17392500
-1.98719910	-0.00793481	-4.76088700
-1.96719910	-0.00793481	-4.76088700
-1.94719910	-0.00793481	-3.17392500
-1.92719910	-0.00793481	-4.76088700
-1.90719910	-0.00793481	-4.76088700
-1.88719910	-0.00793481	-4.76088700
-1.86719910	-0.00793481	-4.76088700
-1.84719910	-0.00793481	-4.76088700
-1.82719910	-0.00793481	-3.17392500
-1.80719910	-0.00793481	-3.17392500
-1.78719910	-0.00793481	-1.58696200
-1.76719910	-0.00793481	-1.58696200
-1.74719910	-0.00793481	-1.58696200
-1.72719910	-0.00793481	-1.58696200
-1.70719910	-0.00793481	-1.58696200
-1.68719910	-0.00793481	-1.58696200
-1.66719910	-0.00793481	-1.58696200
-1.64719910	0.00000000	0.00000000
-1.62719910	-0.00793481	0.00000000
-1.60719910	-0.00793481	0.00000000
-1.58719910	-0.00793481	-1.58696200
-1.56719910	-0.00793481	-1.58696200
-1.54719910	-0.00793481	-1.58696200
-1.52719910	-0.00793481	1.58696200
-1.50719910	-0.00793481	0.00000000
-1.48719910	-0.00793481	0.00000000
-1.46719910	-0.00793481	0.00000000
-1.44719910	-0.00793481	0.00000000
-1.42719910	-0.00793481	1.58696200
-1.40719910	-0.00793481	0.00000000
-1.38719910	-0.00793481	0.00000000
-1.36719910	-0.00793481	-1.58696200
-1.34719910	-0.00793481	-1.58696200
-1.32719910	-0.00793481	-3.17392500
-1.30719910	-0.00793481	-3.17392500
-1.28719910	-0.00793481	-1.58696200
-1.26719910	0.00000000	-1.58696200
-1.24719910	-0.00793481	-3.17392500
-1.22719911	-0.00793481	-3.17392500
-1.20719911	-0.00793481	-4.76088700
-1.18719911	-0.00793481	-3.17392500
-1.16719911	-0.00793481	-1.58696200
-1.14719911	-0.00793481	-3.17392500
-1.12719911	-0.00793481	-3.17392500
-1.10719911	-0.00793481	-3.17392500
-1.08719911	-0.00793481	-4.76088700
-1.06719911	-0.00793481	-4.76088700
-1.04719911	-0.00793481	-4.76088700
-1.02719911	-0.00793481	-4.76088700
-1.00719911	-0.00793481	-3.17392500
-0.98719911	-0.00793481	-3.17392500
-0.96719911	-0.00793481	-4.76088700
-0.94719911	-0.00793481	-6.34785000
-0.92719911	-0.00793481	-6.34785000
-0.90719911	-0.00793481	-4.76088700
-0.88719911	-0.00793481	-3.17392500
-0.86719911	-0.00793481	-3.17392500
-0.84719911	-0.00793481	-4.76088700
-0.82719911	-0.00793481	-4.76088700
-0.80719911	-0.00793481	-3.17392500
-0.78719911	-0.00793481	-3.17392500
-0.76719911	-0.00793481	-3.17392500
-0.74719911	-0.00793481	-1.58696200
-0.72719911	-0.00793481	-1.58696200
-0.70719911	-0.00793481	-1.58696200
-0.68719911	-0.00793481	-3.17392500
-0.66719911	-0.00793481	-3.17392500
-0.64719911	-0.00793481	-4.76088700
-0.62719911	-0.00793481	-4.76088700
-0.60719911	-0.00793481	-4.76088700
