Time	Channel A	Channel B
(us)	(V)	(mV)

-4.95542781	-0.00793481	0.00000000
-4.91542781	-0.00793481	0.00000000
-4.87542781	-0.00793481	0.00000000
-4.83542781	-0.00793481	-1.58696200
-4.79542781	-0.00793481	-3.17392500
-4.75542781	-0.00793481	-1.58696200
-4.71542781	-0.00793481	-3.17392500
-4.67542781	-0.00793481	-3.17392500
-4.63542781	-0.00793481	-4.76088700
-4.59542781	-0.00793481	-3.17392500
-4.55542781	-0.00793481	-3.17392500
-4.51542781	-0.00793481	-4.76088700
-4.47542782	-0.00793481	-3.17392500
-4.43542782	-0.00793481	-3.17392500
-4.39542782	-0.00793481	-1.58696200
-4.35542782	-0.00793481	-1.58696200
-4.31542782	-0.00793481	0.00000000
-4.27542782	-0.00793481	0.00000000
-4.23542782	-0.00793481	-1.58696200
-4.19542782	-0.00793481	-3.17392500
-4.15542782	-0.00793481	-3.17392500
-4.11542782	-0.00793481	-3.17392500
-4.07542782	-0.00793481	-1.58696200
-4.03542782	-0.00793481	0.00000000
-3.99542782	-0.00793481	0.00000000
-3.95542782	-0.00793481	-1.58696200
-3.91542782	-0.00793481	-3.17392500
-3.87542782	-0.00793481	-4.76088700
-3.83542782	-0.00793481	-3.17392500
-3.79542782	-0.00793481	-3.17392500
-3.75542782	-0.00793481	-3.17392500
-3.71542782	-0.00793481	-3.17392500
-3.67542782	-0.00793481	-4.76088700
-3.63542782	-0.00793481	-4.76088700
-3.59542782	-0.00793481	-4.76088700
-3.55542782	-0.00793481	-4.76088700
-3.51542782	-0.00793481	-3.17392500
-3.47542782	-0.00793481	-3.17392500
-3.43542782	-0.00793481	-1.58696200
-3.39542782	-0.00793481	-1.58696200
-3.35542782	-0.00793481	-4.76088700
-3.31542782	-0.00793481	-4.76088700
-3.27542782	-0.00793481	-4.76088700
-3.23542782	-0.00793481	-4.76088700
-3.19542782	-0.00793481	-1.58696200
-3.15542782	-0.00793481	-1.58696200
-3.11542782	-0.00793481	-1.58696200
-3.07542782	-0.00793481	-1.58696200
-3.03542782	-0.00793481	-1.58696200
-2.99542782	-0.00793481	-1.58696200
-2.95542782	-0.00793481	-1.58696200
-2.91542782	-0.00793481	-1.58696200
-2.87542782	-0.00793481	-1.58696200
-2.83542782	-0.00793481	-3.17392500
-2.79542783	-0.00793481	-3.17392500
-2.75542783	-0.00793481	-3.17392500
-2.71542783	-0.00793481	-4.76088700
-2.67542783	-0.00793481	-4.76088700
-2.63542783	-0.00793481	-4.76088700
-2.59542783	-0.00793481	-4.76088700
-2.55542783	-0.00793481	-4.76088700
-2.51542783	-0.00793481	-1.58696200
-2.47542783	-0.00793481	-3.17392500
-2.43542783	-0.00793481	-4.76088700
-2.39542783	-0.00793481	-3.17392500
-2.35542783	-0.00793481	-1.58696200
-2.31542783	-0.00793481	-3.17392500
-2.27542783	-0.00793481	-4.76088700
-2.23542783	-0.00793481	-4.76088700
-2.19542783	-0.00793481	-3.17392500
-2.15542783	-0.00793481	-3.17392500
