Time	Channel A	Channel B
(us)	(V)	(mV)

-1.99479996	0.00000000	-3.96740600
-1.97479996	0.00000000	-3.96740600
-1.95479996	0.00000000	-7.93481200
-1.93479996	-0.00793481	-3.96740600
-1.91479996	0.00000000	-3.96740600
-1.89479996	-0.00793481	-3.96740600
-1.87479996	0.00000000	-3.96740600
-1.85479996	0.00000000	0.00000000
-1.83479996	0.00000000	0.00000000
-1.81479996	0.00000000	0.00000000
-1.79479996	-0.00793481	0.00000000
-1.77479996	0.00000000	0.00000000
-1.75479996	0.00000000	0.00000000
-1.73479996	0.00000000	-3.96740600
-1.71479996	0.00000000	-3.96740600
-1.69479996	0.00000000	-3.96740600
-1.67479996	0.00000000	-7.93481200
-1.65479996	0.00000000	-7.93481200
-1.63479996	0.00000000	-7.93481200
-1.61479996	0.00000000	-3.96740600
-1.59479996	0.00000000	-3.96740600
-1.57479996	0.00000000	-3.96740600
-1.55479996	0.00000000	-3.96740600
-1.53479996	-0.00793481	-3.96740600
-1.51479996	0.00000000	-3.96740600
-1.49479996	-0.00793481	-3.96740600
-1.47479996	0.00000000	-3.96740600
-1.45479996	-0.00793481	-3.96740600
-1.43479996	-0.00793481	-3.96740600
-1.41479996	-0.00793481	-3.96740600
-1.39479996	0.00000000	-3.96740600
-1.37479996	-0.00793481	-3.96740600
-1.35479996	0.00000000	-3.96740600
-1.33479996	-0.00793481	0.00000000
-1.31479996	0.00000000	0.00000000
-1.29479996	-0.00793481	-3.96740600
-1.27479996	0.00000000	-3.96740600
-1.25479996	-0.00793481	-3.96740600
-1.23479996	0.00000000	0.00000000
-1.21479996	-0.00793481	0.00000000
-1.19479996	-0.00793481	0.00000000
-1.17479996	-0.00793481	0.00000000
-1.15479996	0.00000000	0.00000000
-1.13479996	0.00000000	0.00000000
-1.11479996	-0.00793481	0.00000000
-1.09479996	-0.00793481	0.00000000
-1.07479996	-0.00793481	0.00000000
-1.05479996	0.00000000	0.00000000
-1.03479996	0.00000000	0.00000000
-1.01479996	0.00000000	0.00000000
-0.99479997	-0.00793481	0.00000000
-0.97479997	-0.00793481	0.00000000
-0.95479997	-0.00793481	0.00000000
-0.93479997	0.00000000	0.00000000
-0.91479997	0.00000000	0.00000000
-0.89479997	-0.00793481	0.00000000
-0.87479997	-0.00793481	0.00000000
-0.85479997	-0.00793481	0.00000000
-0.83479997	-0.00793481	0.00000000
-0.81479997	0.00000000	0.00000000
-0.79479997	-0.00793481	0.00000000
-0.77479997	0.00000000	0.00000000
-0.75479997	-0.00793481	-3.96740600
-0.73479997	0.00000000	0.00000000
-0.71479997	0.00000000	0.00000000
-0.69479997	0.00000000	-3.96740600
-0.67479997	0.00000000	0.00000000
-0.65479997	-0.00793481	-3.96740600
-0.63479997	-0.00793481	-3.96740600
-0.61479997	-0.00793481	-3.96740600
-0.59479997	0.00000000	-3.96740600
-0.57479997	0.00000000	-3.96740600
-0.55479997	0.00000000	-3.96740600
-0.53479997	-0.00793481	0.00000000
